"SaleID","SaleDate","CustomerID","SaleAmount","InvoiceSentDate","EmailFollowUpDate","PhoneCallFollow-UpDate","CollectionDate","WriteOffDate","BestCollectionApproach"
"S5955",2023-07-15,"C047",622.700012207031,2023-07-16,2023-07-25,2023-08-04,2023-08-04,NA,NA
"S6308",2023-11-22,"C047",997.700012207031,2023-11-23,2023-12-02,NA,2023-12-09,NA,NA
"S6342",2023-12-03,"C047",603.080017089844,2023-12-04,2023-12-13,2023-12-23,2023-12-26,NA,NA
"S6472",2024-01-17,"C047",637.609985351562,2024-01-18,2024-01-27,NA,2024-02-04,NA,NA
"S6615",2024-03-10,"C047",887.450012207031,2024-03-11,2024-03-20,NA,2024-03-25,NA,NA
"S6633",2024-03-20,"C047",1031.14001464844,2024-03-21,2024-03-30,2024-04-09,2024-04-09,NA,NA
"S6666",2024-04-04,"C047",811.530029296875,2024-04-05,2024-04-14,NA,2024-04-23,NA,NA
"S6693",2024-04-14,"C047",605.090026855469,2024-04-15,2024-04-24,2024-05-04,2024-05-06,NA,NA
"S6851",2024-06-13,"C047",923.049987792969,2024-06-14,2024-06-23,2024-07-03,2024-07-05,NA,NA
"S7023",2024-08-15,"C047",933.489990234375,2024-08-16,2024-08-25,NA,2024-09-03,NA,NA
"S7047",2024-08-25,"C047",804.440002441406,2024-08-26,2024-09-04,2024-09-14,2024-09-17,NA,NA
"S7256",2024-11-06,"C047",1018.5,2024-11-07,2024-11-16,NA,2024-11-23,NA,NA
"S7263",2024-11-10,"C047",628.309997558594,2024-11-11,2024-11-20,2024-11-30,2024-12-04,NA,NA
"S7293",2024-11-19,"C047",853.119995117188,2024-11-20,2024-11-29,NA,2024-12-04,NA,NA
"S7383",2024-12-19,"C047",324.75,2024-12-20,2024-12-29,2025-01-08,2025-01-10,NA,NA
"S3449",2021-01-10,"C048",307.989990234375,2021-01-11,2021-01-20,2021-01-30,2021-01-31,NA,NA
"S3636",2021-03-20,"C048",526.559997558594,2021-03-21,2021-03-30,NA,2021-04-06,NA,NA
"S3667",2021-04-06,"C048",350.279998779297,2021-04-07,2021-04-16,2021-04-26,2021-04-26,NA,NA
"S3684",2021-04-13,"C048",651.799987792969,2021-04-14,2021-04-23,NA,2021-04-28,NA,NA
"S3758",2021-05-09,"C048",882.260009765625,2021-05-10,2021-05-19,NA,2021-05-24,NA,NA
"S3794",2021-05-23,"C048",516.940002441406,2021-05-24,2021-06-02,2021-06-12,2021-06-16,NA,NA
"S3818",2021-06-03,"C048",109.959999084473,2021-06-04,2021-06-13,NA,2021-06-22,NA,NA
"S3892",2021-06-21,"C048",1031.72998046875,2021-06-22,2021-07-01,2021-07-11,2021-07-14,NA,NA
"S3915",2021-06-28,"C048",929.669982910156,2021-06-29,2021-07-08,2021-07-18,2021-07-21,NA,NA
"S3932",2021-07-08,"C048",237.490005493164,2021-07-09,2021-07-18,2021-07-28,2021-07-29,NA,NA
"S4078",2021-09-01,"C048",759.539978027344,2021-09-02,2021-09-11,2021-09-21,2021-09-26,NA,NA
"S4247",2021-10-25,"C048",646.27001953125,2021-10-26,2021-11-04,2021-11-14,2021-11-18,NA,NA
"S4382",2021-12-15,"C048",100.110000610352,2021-12-16,2021-12-25,NA,2022-01-02,NA,NA
"S4461",2022-01-17,"C048",805.820007324219,2022-01-18,2022-01-27,NA,2022-02-05,NA,NA
"S4476",2022-01-22,"C048",165.960006713867,2022-01-23,2022-02-01,2022-02-11,2022-02-11,NA,NA
"S4541",2022-02-13,"C048",1009.39001464844,2022-02-14,2022-02-23,2022-03-05,2022-03-07,NA,NA
"S4570",2022-02-27,"C048",771.710021972656,2022-02-28,2022-03-09,NA,2022-03-15,NA,NA
"S4583",2022-03-04,"C048",358.170013427734,2022-03-05,2022-03-14,2022-03-24,2022-03-27,NA,NA
"S4752",2022-04-28,"C048",336.980010986328,2022-04-29,2022-05-08,NA,2022-05-17,NA,NA
"S4924",2022-07-02,"C048",318.529998779297,2022-07-03,2022-07-12,2022-07-22,2022-07-24,NA,NA
"S5027",2022-08-11,"C048",859.75,2022-08-12,2022-08-21,NA,2022-08-28,NA,NA
"S5227",2022-10-19,"C048",1061.89001464844,2022-10-20,2022-10-29,NA,2022-11-03,NA,NA
"S5307",2022-11-18,"C048",121.540000915527,2022-11-19,2022-11-28,NA,2022-12-03,NA,NA
"S5332",2022-11-28,"C048",1072.40002441406,2022-11-29,2022-12-08,2022-12-18,2022-12-22,NA,NA
"S5737",2023-04-20,"C048",945.179992675781,2023-04-21,2023-04-30,NA,2023-05-06,NA,NA
"S6139",2023-09-22,"C048",736.039978027344,2023-09-23,2023-10-02,2023-10-12,2023-10-17,NA,NA
"S6589",2024-02-27,"C048",263.059997558594,2024-02-28,2024-03-08,NA,2024-03-16,NA,NA
"S7042",2024-08-23,"C048",222.300003051758,2024-08-24,2024-09-02,2024-09-12,2024-09-14,NA,NA
"S7193",2024-10-18,"C048",387.640014648438,2024-10-19,2024-10-28,NA,2024-11-06,NA,NA
"S7221",2024-10-25,"C048",698.5,2024-10-26,2024-11-04,NA,2024-11-12,NA,NA
"S7265",2024-11-11,"C048",343.899993896484,2024-11-12,2024-11-21,NA,2024-11-28,NA,NA
"S3546",2021-02-18,"C049",591.530029296875,2021-02-19,2021-02-28,NA,2021-03-06,NA,NA
"S3568",2021-02-24,"C049",358.019989013672,2021-02-25,2021-03-06,NA,2021-03-13,NA,NA
"S3575",2021-02-28,"C049",976.659973144531,2021-03-01,2021-03-10,2021-03-20,2021-03-22,NA,NA
"S3782",2021-05-18,"C049",918.900024414062,2021-05-19,2021-05-28,2021-06-07,2021-06-08,NA,NA
"S3842",2021-06-09,"C049",968.820007324219,2021-06-10,2021-06-19,2021-06-29,2021-07-03,NA,NA
"S3885",2021-06-20,"C049",243.600006103516,2021-06-21,2021-06-30,NA,2021-07-09,NA,NA
"S3999",2021-08-01,"C049",317.320007324219,2021-08-02,2021-08-11,NA,2021-08-19,NA,NA
"S4029",2021-08-11,"C049",1033.81994628906,2021-08-12,2021-08-21,NA,2021-08-29,NA,NA
"S4039",2021-08-14,"C049",846.77001953125,2021-08-15,2021-08-24,2021-09-03,2021-09-07,NA,NA
"S4195",2021-10-10,"C049",596.070007324219,2021-10-11,2021-10-20,NA,2021-10-29,NA,NA
"S4265",2021-11-02,"C049",537.640014648438,2021-11-03,2021-11-12,2021-11-22,2021-11-24,NA,NA
"S4296",2021-11-14,"C049",715.75,2021-11-15,2021-11-24,2021-12-04,2021-12-04,NA,NA
"S4331",2021-11-25,"C049",769.840026855469,2021-11-26,2021-12-05,2021-12-15,2021-12-19,NA,NA
"S4452",2022-01-13,"C049",503.779998779297,2022-01-14,2022-01-23,NA,2022-02-01,NA,NA
"S4481",2022-01-23,"C049",971.150024414062,2022-01-24,2022-02-02,NA,2022-02-11,NA,NA
"S4593",2022-03-07,"C049",588.960021972656,2022-03-08,2022-03-17,NA,2022-03-26,NA,NA
"S4608",2022-03-13,"C049",610.650024414062,2022-03-14,2022-03-23,NA,2022-03-30,NA,NA
"S4975",2022-07-24,"C049",883.070007324219,2022-07-25,2022-08-03,NA,2022-08-11,NA,NA
"S5196",2022-10-10,"C049",622.190002441406,2022-10-11,2022-10-20,2022-10-30,2022-11-02,NA,NA
"S5272",2022-11-06,"C049",1064.43005371094,2022-11-07,2022-11-16,NA,2022-11-22,NA,NA
"S5374",2022-12-15,"C049",565.869995117188,2022-12-16,2022-12-25,NA,2023-01-02,NA,NA
"S5410",2022-12-27,"C049",587.200012207031,2022-12-28,2023-01-06,NA,2023-01-13,NA,NA
"S5482",2023-01-21,"C049",857.010009765625,2023-01-22,2023-01-31,NA,2023-02-05,NA,NA
"S5573",2023-03-01,"C049",818.390014648438,2023-03-02,2023-03-11,NA,2023-03-18,NA,NA
"S5660",2023-04-01,"C049",301.700012207031,2023-04-02,2023-04-11,2023-04-21,2023-04-26,NA,NA
"S5740",2023-04-22,"C049",138.979995727539,2023-04-23,2023-05-02,NA,2023-05-07,NA,NA
"S5894",2023-06-20,"C049",543.669982910156,2023-06-21,2023-06-30,2023-07-10,2023-07-14,NA,NA
"S5929",2023-07-07,"C049",166.240005493164,2023-07-08,2023-07-17,NA,2023-07-24,NA,NA
"S6113",2023-09-13,"C049",759.599975585938,2023-09-14,2023-09-23,2023-10-03,2023-10-05,NA,NA
"S6171",2023-10-02,"C049",990.169982910156,2023-10-03,2023-10-12,2023-10-22,2023-10-27,NA,NA
"S6516",2024-02-06,"C049",468.420013427734,2024-02-07,2024-02-16,2024-02-26,2024-02-28,NA,NA
"S6554",2024-02-17,"C049",412.700012207031,2024-02-18,2024-02-27,NA,2024-03-07,NA,NA
"S6599",2024-03-04,"C049",435.559997558594,2024-03-05,2024-03-14,2024-03-24,2024-03-27,NA,NA
"S6652",2024-03-25,"C049",855.77001953125,2024-03-26,2024-04-04,NA,2024-04-11,NA,NA
"S6703",2024-04-16,"C049",538.599975585938,2024-04-17,2024-04-26,2024-05-06,2024-05-07,NA,NA
"S6831",2024-06-08,"C049",842.47998046875,2024-06-09,2024-06-18,2024-06-28,2024-07-02,NA,NA
"S6862",2024-06-17,"C049",223.380004882812,2024-06-18,2024-06-27,NA,2024-07-06,NA,NA
"S6878",2024-06-22,"C049",811.820007324219,2024-06-23,2024-07-02,NA,2024-07-11,NA,NA
"S6901",2024-07-03,"C049",546.830017089844,2024-07-04,2024-07-13,NA,2024-07-21,NA,NA
"S6908",2024-07-05,"C049",804.52001953125,2024-07-06,2024-07-15,2024-07-25,2024-07-26,NA,NA
"S6913",2024-07-06,"C049",426.279998779297,2024-07-07,2024-07-16,NA,2024-07-21,NA,NA
"S7017",2024-08-14,"C049",1023.60998535156,2024-08-15,2024-08-24,2024-09-03,2024-09-04,NA,NA
"S7021",2024-08-15,"C049",938.859985351562,2024-08-16,2024-08-25,2024-09-04,2024-09-04,NA,NA
"S7061",2024-09-02,"C049",469.589996337891,2024-09-03,2024-09-12,2024-09-22,2024-09-26,NA,NA
"S7140",2024-10-01,"C049",531.77001953125,2024-10-02,2024-10-11,NA,2024-10-19,NA,NA
"S7365",2024-12-13,"C049",1067.43005371094,2024-12-14,2024-12-23,2025-01-02,2025-01-05,NA,NA
"S7372",2024-12-16,"C049",721.090026855469,2024-12-17,2024-12-26,NA,2025-01-03,NA,NA
"S7404",2024-12-24,"C049",673.5,2024-12-25,2025-01-03,2025-01-13,2025-01-13,NA,NA
"S7418",2024-12-28,"C049",747.52001953125,2024-12-29,2025-01-07,NA,2025-01-14,NA,NA
"S3433",2021-01-06,"C050",783.989990234375,2021-01-07,2021-01-16,2021-01-26,2021-01-30,NA,NA
"S3677",2021-04-09,"C050",995.650024414062,2021-04-10,2021-04-19,2021-04-29,2021-05-04,NA,NA
"S3712",2021-04-22,"C050",837.880004882812,2021-04-23,2021-05-02,2021-05-12,2021-05-16,NA,NA
"S3718",2021-04-24,"C050",216.809997558594,2021-04-25,2021-05-04,2021-05-14,2021-05-16,NA,NA
"S3825",2021-06-06,"C050",493.489990234375,2021-06-07,2021-06-16,NA,2021-06-23,NA,NA
"S3848",2021-06-10,"C050",563.679992675781,2021-06-11,2021-06-20,NA,2021-06-29,NA,NA
"S3873",2021-06-16,"C050",970.450012207031,2021-06-17,2021-06-26,2021-07-06,2021-07-07,NA,NA
"S3983",2021-07-24,"C050",900.369995117188,2021-07-25,2021-08-03,2021-08-13,2021-08-16,NA,NA
"S4116",2021-09-16,"C050",898.299987792969,2021-09-17,2021-09-26,NA,2021-10-01,NA,NA
"S4287",2021-11-11,"C050",635.429992675781,2021-11-12,2021-11-21,2021-12-01,2021-12-03,NA,NA
"S4318",2021-11-22,"C050",1009.65997314453,2021-11-23,2021-12-02,2021-12-12,2021-12-12,NA,NA
"S4417",2021-12-27,"C050",950.22998046875,2021-12-28,2022-01-06,2022-01-16,2022-01-20,NA,NA
"S4441",2022-01-10,"C050",1072.11999511719,2022-01-11,2022-01-20,2022-01-30,2022-02-01,NA,NA
"S4502",2022-02-02,"C050",891.659973144531,2022-02-03,2022-02-12,2022-02-22,2022-02-26,NA,NA
"S4603",2022-03-11,"C050",328.149993896484,2022-03-12,2022-03-21,2022-03-31,2022-04-01,NA,NA
"S4616",2022-03-17,"C050",227.039993286133,2022-03-18,2022-03-27,NA,2022-04-05,NA,NA
"S4680",2022-04-04,"C050",162.139999389648,2022-04-05,2022-04-14,NA,2022-04-19,NA,NA
"S4785",2022-05-13,"C050",890.559997558594,2022-05-14,2022-05-23,NA,2022-05-29,NA,NA
"S4869",2022-06-13,"C050",490.079986572266,2022-06-14,2022-06-23,2022-07-03,2022-07-04,NA,NA
"S5045",2022-08-19,"C050",119.680000305176,2022-08-20,2022-08-29,NA,2022-09-07,NA,NA
"S5050",2022-08-21,"C050",934.190002441406,2022-08-22,2022-08-31,NA,2022-09-06,NA,NA
"S5217",2022-10-16,"C050",548.510009765625,2022-10-17,2022-10-26,NA,2022-11-03,NA,NA
"S5277",2022-11-09,"C050",239.199996948242,2022-11-10,2022-11-19,NA,2022-11-27,NA,NA
"S5292",2022-11-13,"C050",659.719970703125,2022-11-14,2022-11-23,2022-12-03,2022-12-06,NA,NA
"S5296",2022-11-15,"C050",234.770004272461,2022-11-16,2022-11-25,2022-12-05,2022-12-10,NA,NA
"S5401",2022-12-25,"C050",515.950012207031,2022-12-26,2023-01-04,2023-01-14,2023-01-15,NA,NA
"S5433",2023-01-04,"C050",163.529998779297,2023-01-05,2023-01-14,2023-01-24,2023-01-29,NA,NA
"S5502",2023-02-03,"C050",552.239990234375,2023-02-04,2023-02-13,2023-02-23,2023-02-23,NA,NA
"S5669",2023-04-03,"C050",927,2023-04-04,2023-04-13,NA,2023-04-18,NA,NA
"S5711",2023-04-14,"C050",937.960021972656,2023-04-15,2023-04-24,2023-05-04,2023-05-08,NA,NA
"S5863",2023-06-10,"C050",1018.53997802734,2023-06-11,2023-06-20,2023-06-30,2023-07-02,NA,NA
"S5943",2023-07-11,"C050",913.289978027344,2023-07-12,2023-07-21,2023-07-31,2023-08-01,NA,NA
"S6019",2023-08-07,"C050",620.669982910156,2023-08-08,2023-08-17,NA,2023-08-22,NA,NA
"S6235",2023-10-25,"C050",768.820007324219,2023-10-26,2023-11-04,2023-11-14,2023-11-16,NA,NA
"S6355",2023-12-07,"C050",734.710021972656,2023-12-08,2023-12-17,NA,2023-12-26,NA,NA
"S6606",2024-03-06,"C050",190.490005493164,2024-03-07,2024-03-16,NA,2024-03-23,NA,NA
"S6656",2024-03-27,"C050",487.380004882812,2024-03-28,2024-04-06,2024-04-16,2024-04-17,NA,NA
"S6711",2024-04-18,"C050",215.179992675781,2024-04-19,2024-04-28,NA,2024-05-06,NA,NA
"S7034",2024-08-20,"C050",469.730010986328,2024-08-21,2024-08-30,NA,2024-09-08,NA,NA
"S7167",2024-10-09,"C050",153.949996948242,2024-10-10,2024-10-19,2024-10-29,2024-11-03,NA,NA
"S7194",2024-10-18,"C050",395.529998779297,2024-10-19,2024-10-28,2024-11-07,2024-11-08,NA,NA
"S7238",2024-11-02,"C050",438.720001220703,2024-11-03,2024-11-12,NA,2024-11-17,NA,NA
"S7306",2024-11-25,"C050",170.660003662109,2024-11-26,2024-12-05,NA,2024-12-13,NA,NA
"S7412",2024-12-26,"C050",770.619995117188,2024-12-27,2025-01-05,2025-01-15,2025-01-15,NA,NA
"S3447",2021-01-10,"C051",377.029998779297,2021-01-11,2021-01-20,NA,2021-01-28,NA,NA
"S3511",2021-02-04,"C051",955.830017089844,2021-02-05,2021-02-14,2021-02-24,2021-02-24,NA,NA
"S3551",2021-02-19,"C051",265.529998779297,2021-02-20,2021-03-01,2021-03-11,2021-03-15,NA,NA
"S3660",2021-04-03,"C051",271.019989013672,2021-04-04,2021-04-13,2021-04-23,2021-04-28,NA,NA
"S3663",2021-04-04,"C051",765.390014648438,2021-04-05,2021-04-14,NA,2021-04-20,NA,NA
"S3869",2021-06-16,"C051",201.600006103516,2021-06-17,2021-06-26,2021-07-06,2021-07-11,NA,NA
"S3877",2021-06-17,"C051",794.390014648438,2021-06-18,2021-06-27,2021-07-07,2021-07-12,NA,NA
"S4022",2021-08-08,"C051",619.890014648438,2021-08-09,2021-08-18,2021-08-28,2021-08-29,NA,NA
"S4271",2021-11-03,"C051",999.859985351562,2021-11-04,2021-11-13,NA,2021-11-18,NA,NA
"S4513",2022-02-06,"C051",160.25,2022-02-07,2022-02-16,NA,2022-02-24,NA,NA
"S4554",2022-02-18,"C051",611.869995117188,2022-02-19,2022-02-28,NA,2022-03-06,NA,NA
"S4677",2022-04-04,"C051",857.75,2022-04-05,2022-04-14,2022-04-24,2022-04-29,NA,NA
"S4775",2022-05-09,"C051",153.979995727539,2022-05-10,2022-05-19,2022-05-29,2022-05-30,NA,NA
"S4850",2022-06-07,"C051",229.130004882812,2022-06-08,2022-06-17,2022-06-27,2022-06-28,NA,NA
"S5297",2022-11-15,"C051",132.559997558594,2022-11-16,2022-11-25,2022-12-05,2022-12-07,NA,NA
"S5656",2023-03-28,"C051",922.710021972656,2023-03-29,2023-04-07,2023-04-17,2023-04-19,NA,NA
"S5882",2023-06-15,"C051",945.380004882812,2023-06-16,2023-06-25,NA,2023-07-02,NA,NA
"S5989",2023-07-25,"C051",289.519989013672,2023-07-26,2023-08-04,NA,2023-08-12,NA,NA
"S6119",2023-09-15,"C051",326.540008544922,2023-09-16,2023-09-25,2023-10-05,2023-10-05,NA,NA
"S6345",2023-12-04,"C051",508.760009765625,2023-12-05,2023-12-14,2023-12-24,2023-12-29,NA,NA
"S6489",2024-01-22,"C051",1041.2099609375,2024-01-23,2024-02-01,2024-02-11,2024-02-15,NA,NA
"S6651",2024-03-24,"C051",535.919982910156,2024-03-25,2024-04-03,NA,2024-04-12,NA,NA
"S6712",2024-04-20,"C051",904.650024414062,2024-04-21,2024-04-30,2024-05-10,2024-05-11,NA,NA
"S6715",2024-04-21,"C051",405.600006103516,2024-04-22,2024-05-01,2024-05-11,2024-05-15,NA,NA
"S6977",2024-07-28,"C051",607.830017089844,2024-07-29,2024-08-07,2024-08-17,2024-08-22,NA,NA
"S7008",2024-08-10,"C051",1029.01000976562,2024-08-11,2024-08-20,2024-08-30,2024-09-04,NA,NA
"S7208",2024-10-21,"C051",183.669998168945,2024-10-22,2024-10-31,NA,2024-11-07,NA,NA
"S7234",2024-11-01,"C051",333.75,2024-11-02,2024-11-11,2024-11-21,2024-11-21,NA,NA
"S7249",2024-11-05,"C051",1099.98999023438,2024-11-06,2024-11-15,NA,2024-11-22,NA,NA
"S3547",2021-02-18,"C052",132.630004882812,2021-02-19,2021-02-28,2021-03-10,2021-03-15,NA,NA
"S3572",2021-02-27,"C052",802.700012207031,2021-02-28,2021-03-09,2021-03-19,2021-03-24,NA,NA
"S3778",2021-05-16,"C052",485.429992675781,2021-05-17,2021-05-26,NA,2021-06-03,NA,NA
"S3948",2021-07-13,"C052",442.970001220703,2021-07-14,2021-07-23,NA,2021-07-28,NA,NA
"S4083",2021-09-03,"C052",1053.06005859375,2021-09-04,2021-09-13,2021-09-23,2021-09-25,NA,NA
"S4110",2021-09-13,"C052",977.030029296875,2021-09-14,2021-09-23,NA,2021-09-29,NA,NA
"S4201",2021-10-13,"C052",265.760009765625,2021-10-14,2021-10-23,NA,2021-10-31,NA,NA
"S4293",2021-11-13,"C052",772.669982910156,2021-11-14,2021-11-23,2021-12-03,2021-12-05,NA,NA
"S4431",2022-01-05,"C052",769.049987792969,2022-01-06,2022-01-15,2022-01-25,2022-01-29,NA,NA
"S4611",2022-03-15,"C052",655.809997558594,2022-03-16,2022-03-25,2022-04-04,2022-04-05,NA,NA
"S4701",2022-04-13,"C052",302.809997558594,2022-04-14,2022-04-23,NA,2022-04-30,NA,NA
"S4906",2022-06-24,"C052",420.640014648438,2022-06-25,2022-07-04,2022-07-14,2022-07-14,NA,NA
"S4914",2022-06-26,"C052",1068.23999023438,2022-06-27,2022-07-06,NA,2022-07-12,NA,NA
"S4945",2022-07-10,"C052",760.090026855469,2022-07-11,2022-07-20,NA,2022-07-28,NA,NA
"S4957",2022-07-14,"C052",185.699996948242,2022-07-15,2022-07-24,2022-08-03,2022-08-07,NA,NA
"S5256",2022-10-27,"C052",927.859985351562,2022-10-28,2022-11-06,NA,2022-11-11,NA,NA
"S5314",2022-11-20,"C052",788.989990234375,2022-11-21,2022-11-30,2022-12-10,2022-12-15,NA,NA
"S5661",2023-04-01,"C052",1058.98999023438,2023-04-02,2023-04-11,NA,2023-04-16,NA,NA
"S5776",2023-05-07,"C052",896.830017089844,2023-05-08,2023-05-17,2023-05-27,2023-05-27,NA,NA
"S5777",2023-05-07,"C052",1034.06005859375,2023-05-08,2023-05-17,2023-05-27,2023-05-27,NA,NA
"S5816",2023-05-24,"C052",376.190002441406,2023-05-25,2023-06-03,NA,2023-06-11,NA,NA
"S5833",2023-06-01,"C052",237.630004882812,2023-06-02,2023-06-11,2023-06-21,2023-06-24,NA,NA
"S5870",2023-06-11,"C052",928.97998046875,2023-06-12,2023-06-21,2023-07-01,2023-07-03,NA,NA
"S5962",2023-07-18,"C052",904.549987792969,2023-07-19,2023-07-28,2023-08-07,2023-08-11,NA,NA
"S5988",2023-07-25,"C052",124.360000610352,2023-07-26,2023-08-04,NA,2023-08-10,NA,NA
"S6054",2023-08-18,"C052",375.929992675781,2023-08-19,2023-08-28,2023-09-07,2023-09-11,NA,NA
"S6217",2023-10-19,"C052",1043.16003417969,2023-10-20,2023-10-29,NA,2023-11-03,NA,NA
"S6312",2023-11-24,"C052",371.130004882812,2023-11-25,2023-12-04,NA,2023-12-09,NA,NA
"S6465",2024-01-15,"C052",754.659973144531,2024-01-16,2024-01-25,2024-02-04,2024-02-06,NA,NA
"S6509",2024-02-05,"C052",349.290008544922,2024-02-06,2024-02-15,2024-02-25,2024-03-01,NA,NA
"S6575",2024-02-22,"C052",1078.0400390625,2024-02-23,2024-03-03,NA,2024-03-08,NA,NA
"S6797",2024-05-22,"C052",206.279998779297,2024-05-23,2024-06-01,2024-06-11,2024-06-13,NA,NA
"S6813",2024-05-27,"C052",1093.57995605469,2024-05-28,2024-06-06,NA,2024-06-12,NA,NA
"S6898",2024-07-02,"C052",254.399993896484,2024-07-03,2024-07-12,2024-07-22,2024-07-23,NA,NA
"S7190",2024-10-17,"C052",728.390014648438,2024-10-18,2024-10-27,2024-11-06,2024-11-09,NA,NA
"S7345",2024-12-08,"C052",616.510009765625,2024-12-09,2024-12-18,2024-12-28,2024-12-30,NA,NA
"S7349",2024-12-10,"C052",206,2024-12-11,2024-12-20,2024-12-30,2024-12-31,NA,NA
"S7379",2024-12-18,"C052",454.510009765625,2024-12-19,2024-12-28,NA,2025-01-06,NA,NA
"S3730",2021-04-27,"C053",574.75,2021-04-28,2021-05-07,2021-05-17,2021-05-20,NA,NA
"S3822",2021-06-05,"C053",992.039978027344,2021-06-06,2021-06-15,NA,2021-06-24,NA,NA
"S3881",2021-06-18,"C053",280.739990234375,2021-06-19,2021-06-28,2021-07-08,2021-07-12,NA,NA
"S3942",2021-07-11,"C053",769.25,2021-07-12,2021-07-21,2021-07-31,2021-08-02,NA,NA
"S4047",2021-08-16,"C053",886.409973144531,2021-08-17,2021-08-26,NA,2021-09-02,NA,NA
"S4338",2021-11-27,"C053",228.279998779297,2021-11-28,2021-12-07,2021-12-17,2021-12-21,NA,NA
"S4359",2021-12-06,"C053",920.739990234375,2021-12-07,2021-12-16,NA,2021-12-25,NA,NA
"S4373",2021-12-12,"C053",487.570007324219,2021-12-13,2021-12-22,NA,2021-12-28,NA,NA
"S4420",2021-12-28,"C053",157,2021-12-29,2022-01-07,NA,2022-01-12,NA,NA
"S4473",2022-01-20,"C053",142.759994506836,2022-01-21,2022-01-30,NA,2022-02-06,NA,NA
"S4489",2022-01-26,"C053",996.25,2022-01-27,2022-02-05,2022-02-15,2022-02-17,NA,NA
"S4625",2022-03-19,"C053",578.150024414062,2022-03-20,2022-03-29,NA,2022-04-04,NA,NA
"S4651",2022-03-24,"C053",869.039978027344,2022-03-25,2022-04-03,2022-04-13,2022-04-18,NA,NA
"S4877",2022-06-16,"C053",1052.96997070312,2022-06-17,2022-06-26,NA,2022-07-01,NA,NA
"S4909",2022-06-25,"C053",1031.5,2022-06-26,2022-07-05,NA,2022-07-14,NA,NA
"S4925",2022-07-03,"C053",844.950012207031,2022-07-04,2022-07-13,2022-07-23,2022-07-28,NA,NA
"S4965",2022-07-18,"C053",136.669998168945,2022-07-19,2022-07-28,2022-08-07,2022-08-11,NA,NA
"S5029",2022-08-12,"C053",235.259994506836,2022-08-13,2022-08-22,2022-09-01,2022-09-03,NA,NA
"S5053",2022-08-22,"C053",933.690002441406,2022-08-23,2022-09-01,2022-09-11,2022-09-16,NA,NA
"S5110",2022-09-14,"C053",361.329986572266,2022-09-15,2022-09-24,NA,2022-09-29,NA,NA
"S5163",2022-10-03,"C053",517.609985351562,2022-10-04,2022-10-13,2022-10-23,2022-10-28,NA,NA
"S5169",2022-10-04,"C053",630.719970703125,2022-10-05,2022-10-14,NA,2022-10-19,NA,NA
"S5201",2022-10-11,"C053",267.589996337891,2022-10-12,2022-10-21,2022-10-31,2022-11-05,NA,NA
"S5219",2022-10-17,"C053",773.799987792969,2022-10-18,2022-10-27,2022-11-06,2022-11-08,NA,NA
"S5252",2022-10-26,"C053",767.549987792969,2022-10-27,2022-11-05,NA,2022-11-14,NA,NA
"S5320",2022-11-23,"C053",959.440002441406,2022-11-24,2022-12-03,2022-12-13,2022-12-18,NA,NA
"S5657",2023-03-28,"C053",708.359985351562,2023-03-29,2023-04-07,2023-04-17,2023-04-22,NA,NA
"S5676",2023-04-05,"C053",827.840026855469,2023-04-06,2023-04-15,NA,2023-04-23,NA,NA
"S5771",2023-05-03,"C053",322.820007324219,2023-05-04,2023-05-13,2023-05-23,2023-05-24,NA,NA
"S5781",2023-05-10,"C053",799.619995117188,2023-05-11,2023-05-20,NA,2023-05-26,NA,NA
"S5846",2023-06-05,"C053",850.47998046875,2023-06-06,2023-06-15,2023-06-25,2023-06-27,NA,NA
"S5954",2023-07-15,"C053",773.72998046875,2023-07-16,2023-07-25,NA,2023-08-02,NA,NA
"S5980",2023-07-22,"C053",257.119995117188,2023-07-23,2023-08-01,NA,2023-08-08,NA,NA
"S6121",2023-09-16,"C053",1021.90997314453,2023-09-17,2023-09-26,2023-10-06,2023-10-10,NA,NA
"S6339",2023-12-02,"C053",324.160003662109,2023-12-03,2023-12-12,2023-12-22,2023-12-27,NA,NA
"S6344",2023-12-04,"C053",968.219970703125,2023-12-05,2023-12-14,NA,2023-12-22,NA,NA
"S6414",2023-12-25,"C053",319.420013427734,2023-12-26,2024-01-04,2024-01-14,2024-01-15,NA,NA
"S6477",2024-01-19,"C053",523.52001953125,2024-01-20,2024-01-29,2024-02-08,2024-02-11,NA,NA
"S6486",2024-01-21,"C053",168.360000610352,2024-01-22,2024-01-31,2024-02-10,2024-02-12,NA,NA
"S6494",2024-01-26,"C053",435.890014648438,2024-01-27,2024-02-05,NA,2024-02-10,NA,NA
"S6526",2024-02-10,"C053",1085.63000488281,2024-02-11,2024-02-20,NA,2024-02-28,NA,NA
"S6684",2024-04-09,"C053",320.380004882812,2024-04-10,2024-04-19,NA,2024-04-27,NA,NA
"S6721",2024-04-23,"C053",321.910003662109,2024-04-24,2024-05-03,2024-05-13,2024-05-18,NA,NA
"S6729",2024-04-25,"C053",167.369995117188,2024-04-26,2024-05-05,2024-05-15,2024-05-18,NA,NA
"S6738",2024-04-27,"C053",652.140014648438,2024-04-28,2024-05-07,2024-05-17,2024-05-17,NA,NA
"S6746",2024-05-02,"C053",441.299987792969,2024-05-03,2024-05-12,2024-05-22,2024-05-22,NA,NA
